emp_id ,full_name,gender,dob,join_date,Department,job_title,manager_id,location,Status,salary,email,phone,employment_type,last_working_day
834, Tyrone Rodgers ,Male,2001-10-05,2014-04-24,  Engineering  ,Operations Lead,37,Bangalore,Resigned,-1000.0,klineamanda@hotmail.com,8604950258,Full-time,2014-08-06
835, Mrs. Kendra Thomas ,Female,1984-07-09,1987-08-04,  Engineering  ,Operations Lead,17,Hyderabad,,-1000.0,hspencer@yahoo.com,+1-079-504-6757x37841,Intern,2002-09-06
836, Patricia Adams ,,1973-01-11,1992-09-30,Operations,,15,Remote,Active,81837.0,scottnunez@pugh.biz,001-388-811-2467x4621,Intern,
837, Robert Cooper ,,1964-11-10,1974-09-13,Operations,Sales Executive,1,Remote,Terminated,,owentimothy@gonzalez-garcia.org,(352)059-3193,Intern,1984-03-16
838, Kristen Ward ,Male,1964-12-16,2021-01-16,Sales,Operations Lead,49,Hyderabad,,,shawngarcia@love.biz,176-662-2212x888,Full-time,2023-09-24
839, Kelsey Daugherty ,Male,1973-11-17,2016-09-20,Sales,HR Manager,18,Hyderabad,,-1000.0,matthewjones@sloan.com,544-636-7119,Contract,2024-03-08
840, James Miller ,Male,1969-12-10,1992-05-25,  Engineering  ,Software Engineer,25,Chennai,Resigned,143471.0,taylorwilcox@sanders.info,(606)873-4560x9163,,2001-12-18
841, Alexander Moore ,,1973-06-02,1997-05-02,Operations,Software Engineer,19,Bangalore,Active,,freemanjesse@sutton-robertson.biz,+1-245-050-6205x52197,Full-time,
842, Corey Taylor ,Male,1964-05-22,2017-02-01,Engineering,Finance Analyst,29,Chennai,Active,-1000.0,jennabowen@salazar-hunt.com,5931779293,Contract,
843, Patricia Levy ,,1975-04-02,2002-12-21,Operations,Sales Executive,32,Remote,Active,-1000.0,kellygray@hotmail.com,828.510.6138x390,Contract,
844, Ms. Brenda Hansen ,Male,1967-09-19,1999-12-24,Sales,Software Engineer,4,Hyderabad,Terminated,-1000.0,bryan42@hotmail.com,270-628-7874x21103,Contract,2021-02-01
845, Brent Christensen ,Female,1968-08-30,1987-11-23,HR,,18, ,Resigned,-1000.0,samuelmata@yahoo.com,953-519-6114x437,,2006-04-30
846, Charles Martin ,,1974-09-04,2009-04-24,  Engineering  ,Software Engineer,48,Remote,Active,78335.0,mhall@rivera.info,561-906-4175x7525,Intern,
847, Jeffery Dixon ,Female,1971-10-24,2000-02-14,sales,,49, ,Resigned,-1000.0,,(681)819-6890,Intern,2007-09-29
848, Anita Daniel ,Male,2001-06-15,2018-11-20,HR,Finance Analyst,5,Hyderabad,Resigned,,upeck@gmail.com,177-160-8655x34127,Contract,2024-05-31
849, Molly Love ,,1986-02-22,2008-12-23,Sales,HR Manager,49,Remote,Terminated,,palvarado@yahoo.com,+1-000-500-7815,Contract,2016-12-16
850, Margaret Sanchez ,Male,1985-03-29,1985-10-31,  Engineering  ,,45, ,Active,,samantha51@gmail.com,237-160-2912x99465,Contract,
851, Xavier Smith PhD ,Male,1973-03-28,2016-04-02,sales,HR Manager,11,Remote,Resigned,-1000.0,jasmine99@yahoo.com,(758)036-9557x2417,,2023-05-15
852, Kristen Johnson ,,1982-07-22,2020-03-26,Sales,Finance Analyst,17,Remote,,60483.0,thompsonnatalie@miller.net,650-825-7513x59685,Full-time,2021-09-04
853, Lauren Clark ,Female,1993-06-07,2000-09-29,sales,Operations Lead,34,Chennai,,,gabrielleross@santos.com,795.697.1885,,2010-04-07
854, Wendy Grant ,,1999-04-19,2022-02-13,Engineering,,34,Chennai,,,hayers@hotmail.com,7508229659,,2024-10-01
855, Daniel White ,Male,1999-02-21,2014-04-24,sales,,21,Remote,Active,81905.0,alisonpierce@gmail.com,878-093-8353,Full-time,
856, Heather Fry ,,1987-05-31,2006-04-05,Finance,Operations Lead,10,Chennai,,,nelsonkayla@jackson.info,(119)973-5561,Contract,2012-01-13
857, Kevin Sims ,Female,1971-11-09,2018-12-13,  Engineering  ,,38,Chennai,,-1000.0,kimberlygreen@mitchell.com,6319502408,Contract,2019-08-24
858, Dave Henderson ,Male,1969-05-01,1984-11-22,HR,HR Manager,23, ,Resigned,-1000.0,travispaul@larson.com,+1-621-327-9333x78736,Intern,2010-12-13
859, Brandon Jones ,Male,1984-04-22,1998-12-03,Finance,HR Manager,13,Hyderabad,,134833.0,avilatanya@hotmail.com,+1-599-420-6586x0687,,2014-10-26
860, Tyler Bright ,Female,1970-09-18,1978-02-18,Engineering,HR Manager,10,Remote,Resigned,,zacharythompson@simmons.info,173.248.9916x749,,2002-11-17
861, Ronald Chan ,Male,1989-10-31,1996-10-30,HR,HR Manager,50,Bangalore,Resigned,-1000.0,masondarrell@hotmail.com,552.129.5378x0780,Contract,2021-05-26
862, Barry Alexander ,Female,1981-02-20,1987-11-26,Sales,,23,Hyderabad,Resigned,102662.0,ujackson@yahoo.com,001-150-018-8756x6172,,2017-07-31
863, Ian Carroll ,,1998-01-13,2014-12-08,  Engineering  ,HR Manager,4,Bangalore,Active,65798.0,joshua90@gmail.com,001-514-349-1183x73313,,
864, Lori Carney ,Female,1991-02-06,2014-10-11,HR,Finance Analyst,49,Chennai,Active,79561.0,aliciajohnson@robinson-mitchell.com,776.744.3006,Contract,
865, Nicholas Stevens ,Male,1964-06-24,1995-03-15,Engineering,,18,Hyderabad,,107057.0,callahanbrett@dillon.com,072.833.3933x260,Contract,2016-06-01
866, Kathleen Oliver ,Male,1970-05-02,1992-09-05,  Engineering  ,Operations Lead,28,Chennai,Active,71233.0,sjackson@jones.net,7401725375,Contract,
867, Alexander Nguyen ,,2001-01-26,2024-05-26,  Engineering  ,Sales Executive,31,Hyderabad,,117444.0,kmitchell@berry-flowers.com,+1-835-550-4434,,2024-07-11
868, John Johnson ,Female,1992-03-05,2002-09-11,Finance,Finance Analyst,1,Chennai,,,tonichandler@holmes.com,(968)468-6404x55001,Intern,2007-06-25
869, Jean Harrison ,,1997-06-30,2018-07-13,Sales,,38,Bangalore,Resigned,67896.0,johnli@gmail.com,+1-543-767-2524x8984,,2022-07-11
870, Kristy Thompson ,Female,1975-03-13,2006-01-16,Finance,Finance Analyst,19,Remote,Active,47814.0,davisstephanie@cervantes-lane.com,891.406.2556,,
871, Theresa Salas ,Female,1984-01-05,1998-03-29,  Engineering  ,Finance Analyst,7, ,Resigned,-1000.0,iwood@edwards-jones.com,988.865.3001,,2006-07-12
872, Heather Wilson ,Male,1986-05-12,2003-11-25,  Engineering  ,,34,Bangalore,Terminated,,courtneygreen@gmail.com,982.732.3757x52103,Contract,2014-06-24
873, Steven Kennedy ,Male,1966-06-01,2001-09-05,Operations,Finance Analyst,19,Bangalore,Resigned,,wellspeggy@ferguson-parker.org,270.018.9987,Intern,2008-11-22
874, Alicia Willis ,,1994-06-22,2010-04-27,Engineering,Sales Executive,5, ,Terminated,86705.0,hbush@hotmail.com,(170)539-1859x88334,Intern,2012-02-19
875, David Johns ,,1990-04-09,1991-05-21,Engineering,Finance Analyst,23,Hyderabad,,-1000.0,dana21@murray.com,+1-602-483-0153,Intern,2007-08-16
876, Aaron Castro ,Male,1967-07-28,1981-04-10,Finance,Software Engineer,11,Remote,,88751.0,jodicallahan@hotmail.com,865-988-8072,Contract,1994-12-27
877, Wendy Butler ,,1985-09-03,2021-06-30,HR,,25,Hyderabad,,,uwhite@gmail.com,+1-616-752-4252x27024,Intern,2023-06-06
878, Adrian Cook ,Male,1997-08-11,2020-12-10,Engineering,Software Engineer,13,Chennai,,,,001-477-218-9572,Full-time,2022-02-10
879, Brittany Nguyen ,Male,1995-08-09,2006-02-21,Engineering,HR Manager,4,Remote,Resigned,103733.0,,295-923-0719x682,Intern,2009-03-13
880, Philip Melton ,Female,1988-08-28,1998-12-01,sales,HR Manager,14, ,,39317.0,elizabethmiller@nguyen-sandoval.org,001-255-553-8286x1062,Full-time,2006-01-13
881, Nathan Benjamin ,Male,1994-08-12,2003-02-11,Finance,Finance Analyst,7,Remote,Active,44973.0,tmendoza@ortiz-roberson.com,421.239.4930,Full-time,
882, Jeremy Sandoval ,Male,1985-08-08,2011-10-15,Finance,Finance Analyst,25,Hyderabad,Resigned,-1000.0,simpsonjames@gomez.com,+1-057-489-3860x865,,2019-01-16
883, Eric Conrad ,Female,1999-01-02,2013-01-20,sales,Sales Executive,38,Bangalore,Resigned,,jimmy51@yahoo.com,852-398-1948,Full-time,2015-11-01
884, Robert Jones ,,1967-07-26,2024-09-08,Finance,Sales Executive,45,Hyderabad,Resigned,120446.0,chenson@gutierrez.com,001-490-033-8369x10403,Contract,2024-12-12
885, Sean Green ,Male,1980-09-24,1990-03-31,Sales,Operations Lead,27,Hyderabad,,,emilylyons@gmail.com,001-553-194-5182,Contract,2002-04-13
886, Lisa Duncan ,Male,1964-05-16,1971-01-13,Finance,Sales Executive,19,Hyderabad,Active,61048.0,lramsey@gmail.com,(340)516-5008x39403,Full-time,
887, Shawn Wang ,Female,1968-09-13,1999-09-20,Operations,,40,Remote,,,kristinnorton@alvarez-howard.net,872.465.1498x82562,,2023-07-20
888, Amber Caldwell ,Female,1982-07-25,2007-10-09,Operations,Finance Analyst,9,Remote,Resigned,,slee@ward-gordon.net,915-715-7153x1494,Full-time,2020-02-08
889, Kelly Chandler ,,1990-08-27,2011-02-27,  Engineering  ,Sales Executive,19,Hyderabad,Resigned,-1000.0,jordanmary@gmail.com,001-801-393-5714x20645,Full-time,2017-02-23
890, Michael Bowman ,Male,1997-02-04,2012-05-09,Sales,HR Manager,2,Hyderabad,Terminated,69990.0,thorntonanthony@hotmail.com,(038)712-4035,Intern,2018-12-28
891, Molly Dunn ,Female,2002-01-30,2005-07-26,Engineering,Operations Lead,43,Chennai,Resigned,-1000.0,kfrank@fowler-smith.com,2173956142,Contract,2012-11-22
892, Greg Soto ,,1993-02-17,2024-05-03,Operations,,40,Bangalore,Terminated,-1000.0,douglas34@hotmail.com,(248)691-3468x320,Full-time,2024-11-24
893, Ronald Harris ,,1965-11-09,1973-03-01,Finance,Finance Analyst,50,Chennai,Active,,ojones@mejia.com,(033)010-9873,Full-time,
894, David Weeks ,Female,1973-07-04,1982-04-10,Engineering,HR Manager,5,Bangalore,Resigned,106616.0,dianefox@hotmail.com,001-084-665-6980x2814,,1986-07-12
895, Jonathan Holmes ,Female,1973-11-25,2006-01-03,Operations,Finance Analyst,30,Hyderabad,Terminated,-1000.0,christopher70@rangel.com,541.432.5345,Contract,2016-01-24
896, Peter Miller ,Male,1999-01-29,2024-07-17,  Engineering  ,,8,Chennai,Active,148734.0,pattonjeanette@stewart.com,+1-282-838-5635x602,Intern,
897, Douglas Park ,,1997-04-23,2000-12-10,Operations,Operations Lead,49,Remote,Active,,kaylatran@stewart.com,(646)530-7280,Full-time,
898, Donald Mclean ,Female,1997-03-27,2006-04-17,  Engineering  ,Operations Lead,6,Hyderabad,Active,,andrewstevens@nunez-woods.info,(815)971-2244x95524,Intern,
899, William Meyer ,Male,1965-08-26,1995-04-07,  Engineering  ,Finance Analyst,19,Chennai,,149175.0,mchavez@lewis-hill.com,444-930-8589x59718,Contract,2000-09-21
900, Katelyn Bartlett ,Female,1977-01-12,1988-04-22,HR,Operations Lead,45,Chennai,Resigned,38542.0,misty23@gmail.com,001-216-6220,Intern,2009-05-06
901, Terry Lawrence ,,1987-09-28,2017-08-12,  Engineering  ,,7,Bangalore,Terminated,117625.0,richardsonjonathan@hotmail.com,001-512-791-5710x1869,,2020-12-09
902, Natalie Preston ,Male,1977-10-09,2008-03-20,  Engineering  ,HR Manager,27,Remote,Terminated,,shannonsparks@guzman-orozco.com,138.681.9542,Contract,2011-03-26
903, Ashley Dominguez ,Male,1993-05-26,2023-10-19,HR,Finance Analyst,24,Hyderabad,Resigned,-1000.0,dnorton@gmail.com,045.232.6460,Intern,2024-02-08
904, David Hansen ,Female,1968-01-11,1973-05-09,Engineering,HR Manager,43,Bangalore,,,nicole41@perez.net,001-916-424-2578,,2003-08-08
905, Kathryn Drake MD ,,1988-04-02,2020-05-20,Sales,Operations Lead,8,Bangalore,,,mooredavid@woodard.com,6125978399,Contract,2023-07-23
906, Kevin Miranda ,Female,1975-05-24,2017-07-24,  Engineering  ,Sales Executive,32,Chennai,Active,126783.0,jessica59@gmail.com,001-869-572-6387x740,Contract,
907, Sarah Martinez ,Male,1974-06-22,2009-09-26,  Engineering  ,,25,Bangalore,Active,,james75@hotmail.com,001-721-245-9821,Intern,
908, James Williams ,Female,1997-12-04,2010-05-09,Finance,Operations Lead,18,Remote,Terminated,,cheryl92@rowe-lloyd.com,960.739.9327,,2017-05-04
909, Tammie Ford ,Female,1983-03-10,1992-01-26,Finance,Operations Lead,2,Bangalore,Resigned,-1000.0,snydersamuel@salazar-porter.com,+1-037-174-0105,,2008-08-29
910, Shannon Sandoval ,Female,1999-07-20,2014-11-01,Operations,Finance Analyst,49,Bangalore,,,welchphillip@yahoo.com,+1-297-358-5952x46060,Contract,2017-11-12
911, Holly Jackson ,Female,2002-07-07,2019-01-31,sales,,8,Remote,Resigned,-1000.0,forbesthomas@hotmail.com,254.196.2101x3648,Intern,2023-07-29
912, Kelly Wilson ,Female,1970-02-16,2018-06-14,HR,Sales Executive,40,Remote,Terminated,137441.0,,+1-175-799-2302x49413,Contract,2019-08-04
913, Kimberly Miller ,Female,1998-04-16,2024-12-29,Sales,Operations Lead,11,Hyderabad,Terminated,,robertsjoanna@yahoo.com,001-427-021-4142x888,Intern,2025-01-01
914, Joel Morales ,,2002-02-07,2023-02-02,Operations,Sales Executive,6,Chennai,,-1000.0,sheilalee@yahoo.com,001-176-931-0633x397,Intern,2023-08-12
915, Maria Garcia ,Female,1971-12-07,1979-11-27,Sales,,50,Remote,Active,,peterjackson@gmail.com,6970435250,Full-time,
916, Jessica Wood ,Female,1964-12-09,1972-10-07,Operations,,34, ,Terminated,134274.0,wsanchez@yahoo.com,+1-883-969-6315x821,Contract,1975-01-26
917, Alexis Tucker ,,1983-12-03,1985-07-19,Sales,Sales Executive,25,Chennai,Terminated,-1000.0,michael85@yahoo.com,0600793001,Intern,1996-01-01
918, Angela Herrera ,,1983-03-07,1991-10-21,Sales,HR Manager,41,Remote,Active,-1000.0,justin19@gmail.com,973-562-6867,Contract,
919, Clinton Robbins ,Male,1977-04-26,1994-10-16,Finance,,38,Hyderabad,,,andrew40@barnes.net,+1-922-423-8079x155,Contract,2018-07-05
920, Kendra Miller ,Male,1964-12-14,2002-04-25,Engineering,Sales Executive,22,Chennai,,98271.0,johnflores@barnes.com,556.763.9432x609,,2016-09-13
921, Danielle Hall ,Female,2000-06-02,2018-03-25,  Engineering  ,Operations Lead,18, ,Active,,edwardkrause@yahoo.com,(139)801-3741x789,,
922, Cody Fritz ,Male,1994-03-21,1995-07-13,sales,Finance Analyst,20,Bangalore,,,bushmichael@beard.com,001-181-176-4388,Intern,2007-08-23
923, Keith Bell ,,1997-12-25,2022-10-03,sales,Sales Executive,2,Remote,Active,-1000.0,johnsonmark@martin-lewis.com,+1-716-402-4770,Intern,
924, Holly Briggs ,,2001-07-15,2013-09-28,Operations,Operations Lead,31,Hyderabad,Terminated,-1000.0,,715-958-9125x711,,2021-01-07
925, James Stanley ,Female,1998-04-19,2020-06-17,HR,HR Manager,10,Hyderabad,,-1000.0,prodriguez@gmail.com,+1-939-940-4286x2070,Full-time,2020-10-26
926, Andrew Davis ,,1991-07-07,2003-01-05,HR,HR Manager,36,Bangalore,Active,-1000.0,matthew90@yahoo.com,001-290-224-8828x74714,,
927, Toni Anderson ,Female,1983-04-27,1988-08-28,sales,HR Manager,14, ,Active,100480.0,laurie31@hotmail.com,(705)489-2808x4345,,
928, Mrs. Belinda Shepherd ,Male,2001-09-18,2004-07-07,sales,Operations Lead,1,Remote,Resigned,-1000.0,hbentley@gmail.com,(052)692-1592,Full-time,2014-09-19
929, Jasmine Johnson ,Male,1990-07-25,1990-08-22,Sales,HR Manager,38,Remote,Active,57504.0,ireynolds@chung.com,001-730-856-0574x91703,Contract,
930, Amanda Wood ,Male,1968-11-23,2003-04-27,  Engineering  ,Finance Analyst,10,Remote,Terminated,,danthony@hotmail.com,(452)862-4766,Full-time,2013-01-07
931, Eric Gilmore ,Female,1999-01-26,2014-05-02,Sales,Software Engineer,32,Bangalore,Resigned,,angelawhite@compton.com,001-428-537-6284x33535,Intern,2023-10-09
932, Aaron Peters ,,1968-04-29,2011-02-27,Engineering,Sales Executive,48,Hyderabad,,-1000.0,thomascourtney@hotmail.com,001-860-583-3943x5327,,2018-10-30
933, Latasha Hill ,Female,1984-01-09,2006-02-04,  Engineering  ,Operations Lead,13,Hyderabad,Resigned,,derrickcunningham@hotmail.com,001-779-658-6555x85008,,2021-01-24
934, Elijah Miller ,,1977-04-12,1991-07-28,Operations,HR Manager,26,Remote,,74216.0,christy93@jones.com,783-685-3303x8157,Contract,2013-09-02
935, Peggy Bridges ,Female,1980-02-16,2010-12-24,Engineering,Finance Analyst,47,Hyderabad,Active,-1000.0,ryankaren@davis.info,404.177.8468x31566,Intern,
936, Phyllis Hudson ,,1976-05-11,2020-12-28,Finance,Finance Analyst,17,Bangalore,Resigned,,johnsondavid@hotmail.com,517.332.6898,Intern,2021-04-15
937, Brianna Brown ,Male,2002-02-06,2020-05-04,HR,Software Engineer,29,Hyderabad,,,josecantrell@gmail.com,(782)011-4765,Full-time,2020-06-03
938, Scott Ramirez ,Female,1965-06-15,1982-03-23,Finance,HR Manager,47,Chennai,Active,41022.0,brianna07@jones.com,(054)491-5877,Intern,
939, Stephen Smith ,Female,1966-10-31,2016-07-18,Engineering,Sales Executive,17,Bangalore,Resigned,-1000.0,marissaperez@anderson-love.com,346-447-7609,Intern,2024-04-26
940, Richard Small ,Female,1970-06-17,1974-03-15,HR,Operations Lead,35,Hyderabad,Active,119375.0,,001-884-549-8995,Intern,
941, John Smith ,Male,1975-12-15,2001-11-09,  Engineering  ,Operations Lead,36,Remote,Terminated,,jonathan06@cooper.com,2304526792,Contract,2010-01-15
942, Charles Green ,Female,1983-05-18,1990-07-16,HR,Finance Analyst,25,Chennai,,99214.0,fkrueger@hotmail.com,419.020.8372x61285,Intern,1994-08-30
943, Jonathan Ellis ,Male,1979-10-13,2001-09-05,Operations,Finance Analyst,49,Bangalore,Terminated,,robertcowan@vazquez.com,915.485.1005,Contract,2002-07-01
944, Mary Jimenez ,Male,1970-05-30,2006-08-20,Engineering,Finance Analyst,5, ,,-1000.0,martha07@yahoo.com,423.697.4511x5495,Full-time,2009-02-06
945, Matthew Thompson ,,1976-07-09,2023-07-15,Engineering,,24, ,Active,,larry72@hoffman-carter.com,001-569-110-4592x3839,Full-time,
946, Justin Barrett ,Male,1983-04-01,2022-09-02,Sales,HR Manager,36,Bangalore,Resigned,125982.0,zevans@allen-shaw.info,(249)830-0491x859,Intern,2023-11-19
947, Danielle Pierce ,,1986-12-05,2011-05-18,Operations,Operations Lead,41,Hyderabad,Resigned,-1000.0,gomezjessica@wu.biz,796-120-7222x6847,Full-time,2017-09-26
948, Jackson Smith ,Female,1974-01-18,1979-01-29,HR,Operations Lead,6, ,,-1000.0,randalldaniel@gmail.com,154.324.7804x88597,Intern,2005-06-01
949, Kathryn Smith ,,2001-04-30,2005-02-10,Sales,Operations Lead,24, ,Resigned,115272.0,danielpierce@hotmail.com,(581)097-7939x9048,,2012-04-01
950, Linda Baxter ,Male,1973-11-09,1998-03-25,Engineering,Operations Lead,39,Bangalore,Resigned,81692.0,villegasrita@ortega-thompson.com,8795650587,Intern,2004-01-28
951, Alicia Padilla ,Female,1983-11-24,1992-07-10,Operations,Operations Lead,19,Hyderabad,Resigned,40098.0,smithdarrell@gmail.com,001-948-850-1724x563,Contract,2007-01-16
952, Paul Gonzalez MD ,Male,1965-02-26,2002-07-17,HR,HR Manager,44, ,Active,-1000.0,josephchaney@miller.info,(165)122-0469x5490,Full-time,
953, Ms. Michelle Hull ,Female,1966-09-22,2024-09-01,  Engineering  ,Sales Executive,22,Bangalore,Active,105161.0,gardnerapril@reed.com,+1-388-485-5946x90638,Full-time,
954, Christopher Prince ,Male,1989-02-15,2005-04-13,Operations,Sales Executive,36,Remote,Terminated,-1000.0,rmoore@daugherty.info,424.421.3589,Full-time,2014-02-08
955, Alisha Fleming ,Male,1998-06-09,2022-11-22,  Engineering  ,Sales Executive,4,Remote,,,cherylphillips@gmail.com,(373)275-6441,Contract,2024-03-09
956, Kimberly Franklin ,,1983-03-02,1986-08-30,  Engineering  ,Software Engineer,27,Bangalore,Terminated,-1000.0,brent15@taylor-powell.com,591.878.1836x48607,Contract,1994-10-06
957, Jessica Johnson ,Female,1987-10-22,2007-10-01,Finance,,13,Hyderabad,Terminated,,ppatterson@gmail.com,+1-915-150-8404x6928,Full-time,2013-04-02
958, Alexandria Valentine ,Male,2001-03-24,2021-05-16,sales,Operations Lead,5,Chennai,,,mbullock@lloyd.com,(425)851-0246,,2024-01-13
959, Mackenzie Hall ,Male,2000-05-28,2016-09-20,sales,Software Engineer,4,Bangalore,,,qcraig@jones.com,739-019-6501x3836,,2022-11-28
960, Robert Farley ,,1983-01-14,1989-12-11,sales,Software Engineer,10,Chennai,Terminated,118448.0,gcannon@hotmail.com,(246)528-6838,Full-time,2018-11-24
961, Crystal Morris ,,1967-08-23,1976-03-27,Finance,,6,Remote,Terminated,,morganbrandon@yahoo.com,(446)326-7528x80213,Intern,1993-06-14
962, Leslie Daniel ,Female,1986-09-23,2018-09-16,HR,Sales Executive,16,Hyderabad,Active,39620.0,dhunt@miller.com,+1-231-552-2705x7898,Contract,
963, Dana Baker ,Female,2001-10-03,2022-01-06,  Engineering  ,Sales Executive,32,Remote,,-1000.0,awilliams@gmail.com,229-622-1431x5760,Full-time,2024-03-25
964, Jordan Morris ,Male,1980-12-31,1985-12-18,Sales,,8,Hyderabad,Terminated,-1000.0,willie40@hotmail.com,781-020-5072x63426,Intern,1986-01-14
965, James Dennis ,,1975-09-10,1984-02-08,Operations,Software Engineer,12,Hyderabad,Terminated,54763.0,galvaneduardo@gmail.com,001-586-040-4944,Full-time,2004-06-18
966, William Garcia ,,1999-03-02,2007-02-14,HR,Operations Lead,22,Hyderabad,,-1000.0,samantha62@gmail.com,966-503-9978x89208,,2018-03-07
967, Nicole Davidson DDS ,,1996-09-07,1999-07-02,HR,Finance Analyst,36,Chennai,Active,,wellsroberto@yahoo.com,(022)233-2383,Contract,
968, Rachel Fletcher ,Female,1972-06-05,2017-12-07,Operations,HR Manager,16,Remote,Terminated,,daniellekidd@johnson.com,952.035.7009,,2018-07-09
969, Suzanne Lynn ,Female,1986-10-25,2015-05-07,Sales,Finance Analyst,9, ,,109779.0,paul20@walker.com,033-265-1312,Intern,2017-11-23
970, George Harris ,,1992-06-01,2015-12-05,HR,,30,Chennai,Terminated,,jacobriley@yahoo.com,232.778.8406x534,Intern,2017-08-12
971, Jose Mckinney ,Female,1990-11-08,2006-05-18,Sales,HR Manager,9,Remote,Active,-1000.0,tsimmons@grimes.com,389.863.3846,Intern,
972, Tina Alexander ,,1967-08-07,1983-12-24,sales,Operations Lead,42, ,Resigned,41192.0,,+1-903-016-7028,Full-time,2000-09-04
973, Katherine Peterson ,,1966-05-10,1980-06-13,Finance,,4,Remote,Resigned,34929.0,mollyhill@yahoo.com,930.156.2443x28551,Contract,1983-08-27
974, Alejandro Simmons ,Male,1993-09-03,2017-07-03,sales,,15,Hyderabad,Active,-1000.0,eric91@stephenson.com,001-427-848-5207x3392,Full-time,
975, Christopher Combs ,Female,1988-12-12,2006-11-10,sales,Operations Lead,45,Hyderabad,,,garciaveronica@hotmail.com,266-742-6404,Contract,2021-02-21
976, Alexandra Robertson ,Male,1973-04-02,2023-02-27,  Engineering  ,,14,Chennai,Terminated,,shelby12@yahoo.com,809-236-8966x371,Contract,2023-05-08
977, Brian Green ,,1996-11-22,2022-03-29,  Engineering  ,HR Manager,38,Bangalore,Terminated,-1000.0,eric35@yahoo.com,(783)096-9958x2562,,2023-12-02
978, Erica Flynn ,Male,1988-12-27,2003-04-19,HR,,2, ,Terminated,-1000.0,joshuathomas@randall-barker.com,+1-194-228-1178x151,Contract,2003-10-29
979, Carol Hancock ,,1992-02-06,2022-01-11,Finance,Sales Executive,36, ,Active,136325.0,thomasrebecca@sanders-lawrence.com,391-406-2098x1595,,
980, Cynthia Miller ,Female,2002-04-14,2004-06-27,sales,Operations Lead,41,Bangalore,Active,-1000.0,conleybrandy@hotmail.com,(684)072-4771x9665,,
981, Jermaine Moss ,Male,1981-05-22,2001-05-11,sales,Software Engineer,46,Chennai,,,nwilliams@yahoo.com,268-602-6896x293,,2023-12-28
982, Rose Hernandez ,Male,1996-01-30,2024-03-06,sales,Software Engineer,46, ,Active,,jon88@hotmail.com,001-745-103-3450x317,Intern,
983, Ashley White ,,1995-10-29,2015-07-09,HR,HR Manager,17,Chennai,,-1000.0,sandrews@mitchell.com,+1-902-001-5597x6454,Intern,2018-08-08
984, Kenneth Kelley ,,1993-08-18,2006-11-03,  Engineering  ,Operations Lead,44,Remote,Active,,michael75@nelson-clements.com,+1-247-902-8983x901,Intern,
985, Nicolas Tran ,,1983-09-02,2020-02-20,HR,Software Engineer,21,Hyderabad,Resigned,,smithshawn@cruz.biz,001-186-061-3414x761,,2021-08-07
986, Bridget Hogan ,Female,1991-04-30,1995-04-17,HR,Finance Analyst,16, ,Terminated,,melissalutz@ward.com,692.396.8405,Intern,2017-06-18
987, Scott Harrison ,Female,1994-12-13,2012-10-01,sales,Finance Analyst,48,Chennai,Terminated,-1000.0,matthew47@yahoo.com,068.305.5589x17279,,2019-11-08
988, Lori King ,Female,1981-09-27,2016-01-27,HR,Sales Executive,30,Hyderabad,Terminated,-1000.0,jasonjordan@nelson-griffin.com,001-665-816-2625x82846,Contract,2020-03-04
989, Johnny Anderson ,,1990-03-17,2001-09-12,Operations,Finance Analyst,22,Chennai,Resigned,70387.0,rhernandez@hardy-chase.com,(876)715-1497x454,Intern,2003-09-19
990, Patricia Hogan ,Female,1979-03-05,1993-03-31,Finance,Finance Analyst,4,Chennai,,-1000.0,arnoldtammy@burns.biz,+1-180-388-9294,,2016-06-28
991, Barbara Bell ,,1968-03-27,1969-02-11,sales,HR Manager,12,Chennai,,-1000.0,marshallmanuel@gmail.com,072.186.2178,Full-time,1978-07-26
992, Nicholas Zamora ,Female,1970-06-28,2000-04-20,Sales,HR Manager,13,Chennai,Active,-1000.0,emilyjones@hotmail.com,+1-015-889-4043,Full-time,
993, Michael Allen ,Female,1990-11-26,1996-02-13,Operations,Operations Lead,29,Hyderabad,,55486.0,lisacrawford@gonzalez.com,655.473.3767,Contract,2010-12-24
994, Alexis Guerra ,Male,1983-12-10,1990-03-03,Finance,Finance Analyst,50,Chennai,,,alanmccoy@gmail.com,6323223967,,2022-03-21
995, Jeanette Rodriguez ,Female,1986-03-10,2002-04-11,Operations,,38,Chennai,Active,-1000.0,robertrobinson@yahoo.com,(905)973-0623x38708,,
996, Joy Gomez ,Female,1988-07-05,2017-01-20,Finance,Software Engineer,49,Bangalore,Active,-1000.0,cookluis@moore.com,(295)420-1071x39006,,
997, Terry Garza ,Female,1977-06-10,1998-05-20,HR,HR Manager,10,Chennai,,-1000.0,williamfernandez@noble.com,063-833-1227,Intern,2017-02-28
998, Kimberly Porter ,Female,1999-09-04,2014-09-13,Operations,Software Engineer,24,Hyderabad,Active,-1000.0,ashleylee@hotmail.com,911.077.0091x296,Full-time,
999, Kevin Boyer ,Female,1982-03-16,1985-10-01,Engineering,,6,Chennai,Terminated,,mark37@washington.info,+1-898-382-2180x221,Intern,2010-02-23
1000, Jacqueline Obrien ,Male,1991-11-25,2002-03-24,  Engineering  ,,7,Chennai,Resigned,82251.0,brookscatherine@mitchell.net,+1-575-370-0841x269,,2021-05-17
